Date,Open,High,Low,Close,Adj Close,Volume
2002-11-18,null,null,null,null,null,null
2002-11-19,null,null,null,null,null,null
2002-11-20,null,null,null,null,null,null
2002-11-21,null,null,null,null,null,null
2002-11-22,null,null,null,null,null,null
2002-11-25,null,null,null,null,null,null
2002-11-26,null,null,null,null,null,null
2002-11-27,null,null,null,null,null,null
2002-11-28,null,null,null,null,null,null
2002-11-29,null,null,null,null,null,null
2002-12-02,null,null,null,null,null,null
2002-12-03,null,null,null,null,null,null
2002-12-04,null,null,null,null,null,null
2002-12-05,null,null,null,null,null,null
2002-12-06,null,null,null,null,null,null
2002-12-09,null,null,null,null,null,null
2002-12-10,null,null,null,null,null,null
2002-12-11,null,null,null,null,null,null
2002-12-12,null,null,null,null,null,null
2002-12-13,null,null,null,null,null,null
2002-12-16,null,null,null,null,null,null
2002-12-17,null,null,null,null,null,null
2002-12-18,null,null,null,null,null,null
2002-12-19,null,null,null,null,null,null
2002-12-20,null,null,null,null,null,null
2002-12-23,null,null,null,null,null,null
2002-12-24,null,null,null,null,null,null
2002-12-25,null,null,null,null,null,null
2002-12-26,null,null,null,null,null,null
2002-12-27,null,null,null,null,null,null
2002-12-30,null,null,null,null,null,null
2002-12-31,null,null,null,null,null,null
2003-01-01,null,null,null,null,null,null
2003-01-02,5.334000,5.380000,5.331500,5.365000,5.365000,0
2003-01-03,null,null,null,null,null,null
2003-01-06,null,null,null,null,null,null
2003-01-07,null,null,null,null,null,null
2003-01-08,null,null,null,null,null,null
2003-01-09,null,null,null,null,null,null
2003-01-10,null,null,null,null,null,null
2003-01-13,null,null,null,null,null,null
2003-01-14,null,null,null,null,null,null
2003-01-15,null,null,null,null,null,null
2003-01-16,null,null,null,null,null,null
2003-01-17,null,null,null,null,null,null
2003-01-20,null,null,null,null,null,null
2003-01-21,null,null,null,null,null,null
2003-01-22,null,null,null,null,null,null
2003-01-23,null,null,null,null,null,null
2003-01-24,null,null,null,null,null,null
2003-01-27,null,null,null,null,null,null
2003-01-28,null,null,null,null,null,null
2003-01-29,null,null,null,null,null,null
2003-01-30,null,null,null,null,null,null
2003-01-31,null,null,null,null,null,null
2003-02-03,null,null,null,null,null,null
2003-02-04,null,null,null,null,null,null
2003-02-05,null,null,null,null,null,null
2003-02-06,null,null,null,null,null,null
2003-02-07,null,null,null,null,null,null
2003-02-10,null,null,null,null,null,null
2003-02-11,null,null,null,null,null,null
2003-02-12,null,null,null,null,null,null
2003-02-13,null,null,null,null,null,null
2003-02-14,null,null,null,null,null,null
2003-02-17,null,null,null,null,null,null
2003-02-18,null,null,null,null,null,null
2003-02-19,null,null,null,null,null,null
2003-02-20,null,null,null,null,null,null
2003-02-21,null,null,null,null,null,null
2003-02-24,null,null,null,null,null,null
2003-02-25,null,null,null,null,null,null
2003-02-26,null,null,null,null,null,null
2003-02-27,null,null,null,null,null,null
2003-02-28,null,null,null,null,null,null
2003-03-03,null,null,null,null,null,null
2003-03-04,null,null,null,null,null,null
2003-03-05,null,null,null,null,null,null
2003-03-06,null,null,null,null,null,null
2003-03-07,null,null,null,null,null,null
2003-03-10,null,null,null,null,null,null
2003-03-11,null,null,null,null,null,null
2003-03-12,null,null,null,null,null,null
2003-03-13,null,null,null,null,null,null
2003-03-14,null,null,null,null,null,null
2003-03-17,null,null,null,null,null,null
2003-03-18,null,null,null,null,null,null
2003-03-19,null,null,null,null,null,null
2003-03-20,null,null,null,null,null,null
2003-03-21,null,null,null,null,null,null
2003-03-24,null,null,null,null,null,null
2003-03-25,null,null,null,null,null,null
2003-03-26,null,null,null,null,null,null
2003-03-27,null,null,null,null,null,null
2003-03-28,null,null,null,null,null,null
2003-03-31,null,null,null,null,null,null
2003-04-01,null,null,null,null,null,null
2003-04-02,null,null,null,null,null,null
2003-04-03,null,null,null,null,null,null
2003-04-04,null,null,null,null,null,null
2003-04-07,null,null,null,null,null,null
2003-04-08,null,null,null,null,null,null
2003-04-09,null,null,null,null,null,null
2003-04-10,null,null,null,null,null,null
2003-04-11,null,null,null,null,null,null
2003-04-14,null,null,null,null,null,null
2003-04-15,null,null,null,null,null,null
2003-04-16,null,null,null,null,null,null
2003-04-17,null,null,null,null,null,null
2003-04-18,null,null,null,null,null,null
2003-04-21,5.334150,5.335500,5.331000,5.334000,5.334000,0
2003-04-22,null,null,null,null,null,null
2003-04-23,null,null,null,null,null,null
2003-04-24,null,null,null,null,null,null
2003-04-25,null,null,null,null,null,null
2003-04-28,null,null,null,null,null,null
2003-04-29,null,null,null,null,null,null
2003-04-30,null,null,null,null,null,null
2003-05-01,null,null,null,null,null,null
2003-05-02,null,null,null,null,null,null
2003-05-05,null,null,null,null,null,null
2003-05-06,null,null,null,null,null,null
2003-05-07,null,null,null,null,null,null
2003-05-08,null,null,null,null,null,null
2003-05-09,null,null,null,null,null,null
2003-05-12,null,null,null,null,null,null
2003-05-13,null,null,null,null,null,null
2003-05-14,null,null,null,null,null,null
2003-05-15,null,null,null,null,null,null
2003-05-16,null,null,null,null,null,null
2003-05-19,null,null,null,null,null,null
2003-05-20,null,null,null,null,null,null
2003-05-21,null,null,null,null,null,null
2003-05-22,null,null,null,null,null,null
2003-05-23,null,null,null,null,null,null
2003-05-26,null,null,null,null,null,null
2003-05-27,null,null,null,null,null,null
2003-05-28,null,null,null,null,null,null
2003-05-29,null,null,null,null,null,null
2003-05-30,null,null,null,null,null,null
2003-06-02,null,null,null,null,null,null
2003-06-03,null,null,null,null,null,null
2003-06-04,null,null,null,null,null,null
2003-06-05,null,null,null,null,null,null
2003-06-06,null,null,null,null,null,null
2003-06-09,null,null,null,null,null,null
2003-06-10,null,null,null,null,null,null
2003-06-11,null,null,null,null,null,null
2003-06-12,null,null,null,null,null,null
2003-06-13,null,null,null,null,null,null
2003-06-16,null,null,null,null,null,null
2003-06-17,null,null,null,null,null,null
2003-06-18,null,null,null,null,null,null
2003-06-19,null,null,null,null,null,null
2003-06-20,null,null,null,null,null,null
2003-06-23,null,null,null,null,null,null
2003-06-24,null,null,null,null,null,null
2003-06-25,null,null,null,null,null,null
2003-06-26,null,null,null,null,null,null
2003-06-27,null,null,null,null,null,null
2003-06-30,null,null,null,null,null,null
2003-07-01,null,null,null,null,null,null
2003-07-02,null,null,null,null,null,null
2003-07-03,null,null,null,null,null,null
2003-07-04,null,null,null,null,null,null
2003-07-07,null,null,null,null,null,null
2003-07-08,null,null,null,null,null,null
2003-07-09,null,null,null,null,null,null
2003-07-10,null,null,null,null,null,null
2003-07-11,null,null,null,null,null,null
2003-07-14,null,null,null,null,null,null
2003-07-15,null,null,null,null,null,null
2003-07-16,null,null,null,null,null,null
2003-07-17,null,null,null,null,null,null
2003-07-18,null,null,null,null,null,null
2003-07-21,null,null,null,null,null,null
2003-07-22,null,null,null,null,null,null
2003-07-23,null,null,null,null,null,null
2003-07-24,null,null,null,null,null,null
2003-07-25,null,null,null,null,null,null
2003-07-28,null,null,null,null,null,null
2003-07-29,null,null,null,null,null,null
2003-07-30,null,null,null,null,null,null
2003-07-31,null,null,null,null,null,null
2003-08-01,null,null,null,null,null,null
2003-08-04,null,null,null,null,null,null
2003-08-05,null,null,null,null,null,null
2003-08-06,null,null,null,null,null,null
2003-08-07,null,null,null,null,null,null
2003-08-08,null,null,null,null,null,null
2003-08-11,null,null,null,null,null,null
2003-08-12,null,null,null,null,null,null
2003-08-13,null,null,null,null,null,null
2003-08-14,null,null,null,null,null,null
2003-08-15,null,null,null,null,null,null
2003-08-18,null,null,null,null,null,null
2003-08-19,null,null,null,null,null,null
2003-08-20,null,null,null,null,null,null
2003-08-21,null,null,null,null,null,null
2003-08-22,null,null,null,null,null,null
2003-08-25,null,null,null,null,null,null
2003-08-26,null,null,null,null,null,null
2003-08-27,null,null,null,null,null,null
2003-08-28,null,null,null,null,null,null
2003-08-29,null,null,null,null,null,null
2003-09-01,null,null,null,null,null,null
2003-09-02,null,null,null,null,null,null
2003-09-03,null,null,null,null,null,null
2003-09-04,null,null,null,null,null,null
2003-09-05,null,null,null,null,null,null
2003-09-08,null,null,null,null,null,null
2003-09-09,null,null,null,null,null,null
2003-09-10,null,null,null,null,null,null
2003-09-11,null,null,null,null,null,null
2003-09-12,null,null,null,null,null,null
2003-09-15,null,null,null,null,null,null
2003-09-16,null,null,null,null,null,null
2003-09-17,null,null,null,null,null,null
2003-09-18,null,null,null,null,null,null
2003-09-19,null,null,null,null,null,null
2003-09-22,null,null,null,null,null,null
2003-09-23,null,null,null,null,null,null
2003-09-24,null,null,null,null,null,null
2003-09-25,null,null,null,null,null,null
2003-09-26,null,null,null,null,null,null
2003-09-29,null,null,null,null,null,null
2003-09-30,null,null,null,null,null,null
2003-10-01,null,null,null,null,null,null
2003-10-02,null,null,null,null,null,null
2003-10-03,null,null,null,null,null,null
2003-10-06,null,null,null,null,null,null
2003-10-07,null,null,null,null,null,null
2003-10-08,null,null,null,null,null,null
2003-10-09,null,null,null,null,null,null
2003-10-10,null,null,null,null,null,null
2003-10-13,null,null,null,null,null,null
2003-10-14,null,null,null,null,null,null
2003-10-15,null,null,null,null,null,null
2003-10-16,null,null,null,null,null,null
2003-10-17,null,null,null,null,null,null
2003-10-20,null,null,null,null,null,null
2003-10-21,null,null,null,null,null,null
2003-10-22,null,null,null,null,null,null
2003-10-23,null,null,null,null,null,null
2003-10-24,null,null,null,null,null,null
2003-10-27,null,null,null,null,null,null
2003-10-28,null,null,null,null,null,null
2003-10-29,null,null,null,null,null,null
2003-10-30,null,null,null,null,null,null
2003-10-31,null,null,null,null,null,null
2003-11-03,null,null,null,null,null,null
2003-11-04,null,null,null,null,null,null
2003-11-05,null,null,null,null,null,null
2003-11-06,null,null,null,null,null,null
2003-11-07,null,null,null,null,null,null
2003-11-10,null,null,null,null,null,null
2003-11-11,null,null,null,null,null,null
2003-11-12,null,null,null,null,null,null
2003-11-13,null,null,null,null,null,null
2003-11-14,null,null,null,null,null,null
2003-11-17,null,null,null,null,null,null
2003-11-18,null,null,null,null,null,null
2003-11-19,null,null,null,null,null,null
2003-11-20,null,null,null,null,null,null
2003-11-21,null,null,null,null,null,null
2003-11-24,null,null,null,null,null,null
2003-11-25,null,null,null,null,null,null
2003-11-26,null,null,null,null,null,null
2003-11-27,null,null,null,null,null,null
2003-11-28,null,null,null,null,null,null
2003-12-01,5.307200,5.307200,5.307200,5.307200,5.307200,0
2003-12-02,5.285800,5.285800,5.285800,5.285800,5.285800,0
2003-12-03,5.188900,5.188900,5.188900,5.188900,5.188900,0
2003-12-04,5.185300,5.185300,5.185300,5.185300,5.185300,0
2003-12-05,5.187900,5.187900,5.187900,5.187900,5.187900,0
2003-12-08,5.187200,5.187200,5.187200,5.187200,5.187200,0
2003-12-09,5.192300,5.192300,5.192300,5.192300,5.192300,0
2003-12-10,5.190600,5.190600,5.190600,5.190600,5.190600,0
2003-12-11,5.197100,5.197100,5.197100,5.197100,5.197100,0
2003-12-12,5.193400,5.193400,5.193400,5.193400,5.193400,0
2003-12-15,5.191200,5.191200,5.191200,5.191200,5.191200,0
2003-12-16,5.187600,5.187600,5.187600,5.187600,5.187600,0
2003-12-17,5.194300,5.194300,5.194300,5.194300,5.194300,0
2003-12-18,5.195700,5.195700,5.195700,5.195700,5.195700,0
2003-12-19,5.187100,5.187100,5.187100,5.187100,5.187100,0
2003-12-22,5.246600,5.246600,5.246600,5.246600,5.246600,0
2003-12-23,5.190400,5.190400,5.190400,5.190400,5.190400,0
2003-12-24,null,null,null,null,null,null
2003-12-25,null,null,null,null,null,null
2003-12-26,null,null,null,null,null,null
2003-12-29,5.192700,5.192700,5.192700,5.192700,5.192700,0
2003-12-30,5.189400,5.189400,5.189400,5.189400,5.189400,0
2003-12-31,5.139200,5.139200,5.139200,5.139200,5.139200,0
2004-01-01,null,null,null,null,null,null
2004-01-02,5.189900,5.189900,5.189900,5.188500,5.188500,0
2004-01-05,5.282600,5.282600,5.282600,5.282600,5.282600,0
2004-01-06,5.183600,5.183600,5.183600,5.183600,5.183600,0
2004-01-07,5.187400,5.187400,5.187400,5.187400,5.187400,0
2004-01-08,5.182300,5.182300,5.182300,5.182300,5.182300,0
2004-01-09,5.195900,5.195900,5.195900,5.195900,5.195900,0
2004-01-12,5.193300,5.193300,5.193300,5.193300,5.193300,0
2004-01-13,5.342100,5.342100,5.342100,5.342100,5.342100,0
2004-01-14,5.380500,5.380500,5.380500,5.380500,5.380500,0
2004-01-15,5.191900,5.191900,5.191900,5.191900,5.191900,0
2004-01-16,5.200700,5.200700,5.200700,5.200700,5.200700,0
2004-01-19,5.183800,5.183800,5.183800,5.183800,5.183800,0
2004-01-20,5.185100,5.185100,5.185100,5.185100,5.185100,0
2004-01-21,5.185300,5.185300,5.185300,5.187000,5.187000,0
2004-01-22,5.194100,5.194100,5.194100,5.194100,5.194100,0
2004-01-23,5.200200,5.200200,5.200200,5.200200,5.200200,0
2004-01-26,5.195100,5.195100,5.195100,5.195100,5.195100,0
2004-01-27,5.187700,5.187700,5.187700,5.187700,5.187700,0
2004-01-28,5.194700,5.194700,5.194700,5.194700,5.194700,0
2004-01-29,5.194000,5.194000,5.194000,5.194000,5.194000,0
2004-01-30,5.186100,5.186100,5.186100,5.186100,5.186100,0
2004-02-02,5.185100,5.185100,5.185100,5.185100,5.185100,0
2004-02-03,5.192100,5.192100,5.192100,5.192100,5.192100,0
2004-02-04,5.192100,5.192100,5.192100,5.192100,5.192100,0
2004-02-05,5.185200,5.185200,5.185200,5.185200,5.185200,0
2004-02-06,5.186200,5.186200,5.186200,5.186200,5.186200,0
2004-02-09,5.188700,5.188700,5.188700,5.212400,5.212400,0
2004-02-10,5.189200,5.189200,5.189200,5.189200,5.189200,0
2004-02-11,5.190600,5.190600,5.190600,5.190600,5.190600,0
2004-02-12,5.194200,5.194200,5.194200,5.194200,5.194200,0
2004-02-13,5.193600,5.193600,5.193600,5.193600,5.193600,0
2004-02-16,5.328100,5.328100,5.328100,5.328100,5.328100,0
2004-02-17,5.196000,5.196000,5.196000,5.196000,5.196000,0
2004-02-18,5.193400,5.193400,5.193400,5.193400,5.193400,0
2004-02-19,5.194100,5.194100,5.194100,5.194100,5.194100,0
2004-02-20,5.190800,5.190800,5.190800,5.190800,5.190800,0
2004-02-23,5.194800,5.194800,5.194800,5.194800,5.194800,0
2004-02-24,5.192100,5.192100,5.192100,5.192100,5.192100,0
2004-02-25,5.195600,5.195600,5.195600,5.195600,5.195600,0
2004-02-26,5.192200,5.192200,5.192200,5.192200,5.192200,0
2004-02-27,5.189200,5.189200,5.189200,5.189200,5.189200,0
2004-03-01,5.189700,5.189700,5.189700,5.189700,5.189700,0
2004-03-02,5.193200,5.193200,5.193200,5.193200,5.193200,0
2004-03-03,5.203400,5.203400,5.203400,5.203400,5.203400,0
2004-03-04,5.198900,5.198900,5.198900,5.198900,5.198900,0
2004-03-05,5.189000,5.189000,5.189000,5.189000,5.189000,0
2004-03-08,5.194700,5.194700,5.194700,5.194700,5.194700,0
2004-03-09,5.183000,5.183000,5.183000,5.183000,5.183000,0
2004-03-10,5.183000,5.183000,5.183000,5.178200,5.178200,0
2004-03-11,5.185200,5.185200,5.185200,5.185200,5.185200,0
2004-03-12,5.190200,5.190200,5.190200,5.190200,5.190200,0
2004-03-15,5.186400,5.186400,5.186400,5.186400,5.186400,0
2004-03-16,5.188800,5.188800,5.188800,5.188800,5.188800,0
2004-03-17,5.186600,5.186600,5.186600,5.186600,5.186600,0
2004-03-18,5.190600,5.190600,5.190600,5.190600,5.190600,0
2004-03-19,5.185100,5.185100,5.185100,5.185100,5.185100,0
2004-03-22,5.183300,5.183300,5.183300,5.183300,5.183300,0
2004-03-23,5.184000,5.184000,5.184000,5.184000,5.184000,0
2004-03-24,5.184000,5.184000,5.184000,5.184000,5.184000,0
2004-03-25,5.177400,5.177400,5.177400,5.177400,5.177400,0
2004-03-26,5.180900,5.180900,5.180900,5.180900,5.180900,0
2004-03-29,5.187400,5.187400,5.187400,5.187400,5.187400,0
2004-03-30,5.190000,5.190000,5.190000,5.190000,5.190000,0
2004-03-31,5.185100,5.185100,5.185100,5.185100,5.185100,0
2004-04-01,5.189600,5.189600,5.189600,5.189600,5.189600,0
2004-04-02,5.187500,5.187500,5.187500,5.187500,5.187500,0
2004-04-05,5.300200,5.300200,5.300200,5.300200,5.300200,0
2004-04-06,5.182700,5.182700,5.182700,5.182700,5.182700,0
2004-04-07,5.175400,5.175400,5.175400,5.175400,5.175400,0
2004-04-08,5.180700,5.180700,5.180700,5.180700,5.180700,0
2004-04-09,null,null,null,null,null,null
2004-04-12,null,null,null,null,null,null
2004-04-13,5.176900,5.176900,5.176900,5.176900,5.176900,0
2004-04-14,5.178000,5.178000,5.178000,5.178000,5.178000,0
2004-04-15,5.175700,5.175700,5.175700,5.175700,5.175700,0
2004-04-16,5.174600,5.174600,5.174600,5.174600,5.174600,0
2004-04-19,5.177200,5.177200,5.177200,5.177200,5.177200,0
2004-04-20,5.174600,5.174600,5.174600,5.177900,5.177900,0
2004-04-21,5.175200,5.175200,5.175200,5.175200,5.175200,0
2004-04-22,5.176000,5.176000,5.176000,5.176000,5.176000,0
2004-04-23,5.180900,5.180900,5.180900,5.180900,5.180900,0
2004-04-26,5.172700,5.172700,5.172700,5.172700,5.172700,0
2004-04-27,5.184200,5.184200,5.184200,5.184200,5.184200,0
2004-04-28,5.175400,5.175400,5.175400,5.175400,5.175400,0
2004-04-29,5.175900,5.175900,5.175900,5.175900,5.175900,0
2004-04-30,5.180900,5.180900,5.180900,5.163400,5.163400,0
2004-05-03,5.175600,5.175600,5.175600,5.175600,5.175600,0
2004-05-04,5.177100,5.177100,5.177100,5.177100,5.177100,0
2004-05-05,5.179100,5.179100,5.179100,5.179100,5.179100,0
2004-05-06,5.189700,5.189700,5.189700,5.189700,5.189700,0
2004-05-07,5.180400,5.180400,5.180400,5.180400,5.180400,0
2004-05-10,5.177400,5.177400,5.177400,5.177400,5.177400,0
2004-05-11,5.171700,5.171700,5.171700,5.171700,5.171700,0
2004-05-12,5.175600,5.175600,5.175600,5.175600,5.175600,0
2004-05-13,5.174000,5.174000,5.174000,5.174000,5.174000,0
2004-05-14,5.179400,5.179400,5.179400,5.179400,5.179400,0
2004-05-17,5.180400,5.180400,5.180400,5.180400,5.180400,0
2004-05-18,5.181700,5.181700,5.181700,5.181700,5.181700,0
2004-05-19,5.177800,5.177800,5.177800,5.177800,5.177800,0
2004-05-20,null,null,null,null,null,null
2004-05-21,5.175800,5.175800,5.175800,5.179200,5.179200,0
2004-05-24,5.172700,5.172700,5.172700,5.172700,5.172700,0
2004-05-25,5.172200,5.172200,5.172200,5.172200,5.172200,0
2004-05-26,5.171400,5.171400,5.171400,5.171400,5.171400,0
2004-05-27,5.174200,5.174200,5.174200,5.174200,5.174200,0
2004-05-28,5.176500,5.176500,5.176500,5.176500,5.176500,0
2004-05-31,null,null,null,null,null,null
2004-06-01,5.176700,5.176700,5.176700,5.176700,5.176700,0
2004-06-02,5.176700,5.176700,5.176700,5.176700,5.176700,0
2004-06-03,5.173900,5.173900,5.173900,5.173900,5.173900,0
2004-06-04,5.174800,5.174800,5.174800,5.174800,5.174800,0
2004-06-07,5.177000,5.177000,5.177000,5.177000,5.177000,0
2004-06-08,5.173000,5.175100,5.173000,5.197800,5.197800,0
2004-06-09,5.171100,5.171100,5.171100,5.178300,5.178300,0
2004-06-10,5.175000,5.175000,5.175000,5.178200,5.178200,0
2004-06-11,5.191800,5.191800,5.191800,5.167200,5.167200,0
2004-06-14,5.181200,5.181200,5.181200,5.171800,5.171800,0
2004-06-15,5.145000,5.145000,5.145000,5.209000,5.209000,0
2004-06-16,5.174500,5.174500,5.174500,5.174500,5.174500,0
2004-06-17,5.174400,5.174400,5.174400,5.174400,5.174400,0
2004-06-18,5.201100,5.201100,5.201100,5.171400,5.171400,0
2004-06-21,5.124800,5.124800,5.124800,5.180800,5.180800,0
2004-06-22,5.174000,5.174000,5.174000,5.174000,5.174000,0
2004-06-23,5.151200,5.151200,5.151200,5.173600,5.173600,0
2004-06-24,5.179200,5.179200,5.179200,5.170500,5.170500,0
2004-06-25,5.168400,5.168400,5.168400,5.168400,5.168400,0
2004-06-28,5.158200,5.158200,5.158200,5.171100,5.171100,0
2004-06-29,5.167300,5.167300,5.167300,5.169000,5.169000,0
2004-06-30,5.199500,5.199500,5.199500,5.170300,5.170300,0
2004-07-01,5.181200,5.181200,5.181200,5.181200,5.181200,0
2004-07-02,5.173100,5.173100,5.173100,5.173100,5.173100,0
2004-07-05,5.102600,5.102600,5.102600,5.168600,5.168600,0
2004-07-06,5.171300,5.171300,5.171300,5.171300,5.171300,0
2004-07-07,5.159300,5.159300,5.159300,5.171500,5.171500,0
2004-07-08,5.169900,5.169900,5.169900,5.169900,5.169900,0
2004-07-09,5.147400,5.147400,5.147400,5.172200,5.172200,0
2004-07-12,5.168500,5.168500,5.168500,5.174200,5.174200,0
2004-07-13,5.171000,5.171000,5.171000,5.171000,5.171000,0
2004-07-14,5.169800,5.169800,5.169800,5.169800,5.169800,0
2004-07-15,5.169600,5.169600,5.169600,5.181100,5.181100,0
2004-07-16,5.169500,5.169500,5.169500,5.169500,5.169500,0
2004-07-19,5.163400,5.163400,5.163400,5.163400,5.163400,0
2004-07-20,5.179800,5.179800,5.179800,5.179800,5.179800,0
2004-07-21,5.164900,5.164900,5.164900,5.164900,5.164900,0
2004-07-22,5.175800,5.175800,5.175800,5.175800,5.175800,0
